Scientific_Name_x
Abies balsamea (L.) Mill.
Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.
Abies fraseri (Pursh) Poir.
Abies grandis (Douglas ex D. Don) Lindl.
Abelia ×grandiflora (Rovelli ex André) Rehder
Abies lasiocarpa (Hook.) Nutt.
Abies magnifica A. Murray bis
Abies procera Rehder
Bidens discoidea (Torr. & A. Gray) Britton
Bidens frondosa L.
"Bidens laevis (L.) Britton, Sterns & Poggenb."
Bidens mitis (Michx.) Sherff
Bidens tripartita L.
Blepharoneuron tricholepis (Torr.) Nash
Boltonia asteroides (L.) L'Hér.
Bothriochloa barbinodis (Lag.) Herter
Bothriochloa bladhii (Retz.) S.T. Blake
Bouteloua breviseta Vasey
Bouteloua curtipendula (Michx.) Torr.
Bouteloua eriopoda (Torr.) Torr.
Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths
Bouteloua hirsuta Lag.
Bothriochloa ischaemum (L.) Keng var. ischaemum
Bothriochloa pertusa (L.) A. Camus
Bothriochloa saccharoides (Sw.) Rydb.
Bromus anomalus Rupr. ex Fourn.
Bromus arvensis L.
Bromus briziformis Fisch. & C.A. Mey.
Bromus carinatus Hook. & Arn.
Bromus catharticus Vahl
Bromus ciliatus L.
Bromus hordeaceus L. ssp. hordeaceus
Bromus inermis Leyss.
Brassica juncea (L.) Czern.
Bromus kalmii A. Gray
Briza maxima L.
Bromus marginatus Nees ex Steud.
Brassica napus L.
Bromelia pinguin L.
Bromus rubens L.
Bromus sitchensis Trin.
Bromus vulgaris (Hook.) Shear
Buchloe dactyloides (Nutt.) Engelm.
Carex abscondita Mack.
"Carya alba (L.) Nutt., nom. utique rej."
Callicarpa americana L.
Carex amphibola Steud.
Campanula aparinoides Pursh
Carex aperta Boott
Carex aquatilis Wahlenb.
Caragana arborescens Lam.
Carex atherodes Spreng.
Carex athrostachya Olney
Carex atlantica L.H. Bailey
Carex aurea Nutt.
Carex baileyi Britton
Carex bebbii Olney ex Fernald
Carex bella L.H. Bailey
Carex bicknellii Britton
Carex bigelowii Torr. ex Schwein.
Carex blanda Dewey
Calamagrostis breweri Thurb.
Cardamine breweri S. Watson var. breweri
"Cardamine bulbosa (Schreb. ex Muhl.) Britton, Sterns & Poggenb."
Carex bushii Mack.
Cabomba caroliniana A. Gray
Carex canescens L.
Carex capillaris L.
Carpinus caroliniana Walter
Cajanus cajan (L.) Millsp.
Calamagrostis canadensis (Michx.) P. Beauv.
Carex cephalophora Muhl. ex Willd.
Carya cordiformis (Wangenh.) K. Koch
Carex comosa Boott
Carex cristatella Britton
Castanea dentata (Marshall) Borkh.
Carex debilis Michx.
Carex decomposita Muhl.
Carex deweyana Schwein.
Carex diandra Schrank
Carex disperma Dewey
Carex douglasii Boott
Carex echinata Murray
Calliandra eriophylla Benth.
Cathestecum erectum Vasey & Hack.
Carex exserta Mack.
Carex filifolia Nutt.
Carex flaccosperma Dewey
Carex frankii Kunth
Carex geyeri Boott
Caesalpinia gilliesii (Wall. ex Hook.) Wall. ex D. Dietr.
"Carnegia gigantea (Engelm.) Britton & Rose, orth. var."
Carya glabra (Mill.) Sweet
Carex gracillima Schwein.
Carex granularis Muhl. ex Willd.
Carex grayi Carey
Carex halliana L.H. Bailey
Carex hendersonii L.H. Bailey
Castilleja hispida Benth.
Carex hyalinolepis Steud.
Carya illinoinensis (Wangenh.) K. Koch
Carex interior L.H. Bailey
Carex intumescens Rudge
Calophyllum inophyllum L.
Carex joorii L.H. Bailey
Carex lacustris Willd.
Carya laciniosa (Michx. f.) G. Don
Carex leptalea Wahlenb.
Carex leptonervia (Fernald) Fernald
Caltha leptosepala DC.
Carex lenticularis Michx.
Carex lenticularis Michx. var. lipocarpa (T. Holm) L.A. Standl.
Carex limosa L.
Calamovilfa longifolia (Hook.) Scribn.
Carex luzulina Olney
Carex mariposana L.H. Bailey ex Mack.
Carex mertensii Prescott ex Bong.
Carex microptera Mack.
Carex molesta Mack. ex Bright
Castanea mollissima Blume
Carex muskingumensis Schwein.
Carex nebrascensis Dewey
Carex normalis Mack.
Carex obnupta L.H. Bailey
Cardamine oligosperma Nutt.
Carex pachystachya Cham. ex Steud.
Cardamine pensylvanica Muhl. ex Willd.
Carex polymorpha Muhl.
Carex prasina Wahlenb.
Carex praegracilis W. Boott
Carex projecta Mack.
Carex raynoldsii Dewey
Carex rostrata Stokes
Calamagrostis rubescens Buckley
Carex saxatilis L.
Carex scirpoidea Michx.
Carex scoparia Schkuhr ex Willd.
Carex scopulorum T. Holm
Carex scabrata Schwein.
Carex shortiana Dewey
Carex simulata Mack.
Carex sparganioides Muhl. ex Willd.
Catalpa speciosa (Warder) Warder ex Engelm.
Carex squarrosa L.
Carex stipata Muhl. ex Willd.
Carex straminea Willd. ex Schkuhr
Calamagrostis stricta (Timm) Koeler ssp. inexpansa (A. Gray) C.W. Greene
Calamagrostis stricta (Timm) Koeler ssp. stricta
Cassiope tetragona (L.) D. Don
Carex tenera Dewey
Caulophyllum thalictroides (L.) Michx.
Carex torta Boott ex Tuck.
Carex trisperma Dewey
Carex tribuloides Wahlenb.
Carex trichocarpa Muhl. ex Willd.
Carex typhina Michx.
Carex vesicaria L.
Carex viridula Michx.
Ceanothus americanus L.
Cercis canadensis L.
Cercis canadensis L. var. texensis (S. Watson) M. Hopkins
Ceanothus cordulatus Kellogg
Ceanothus cuneatus (Hook.) Nutt.
Ceanothus greggii A. Gray
Ceanothus integerrimus Hook. & Arn.
Celtis laevigata Willd. var. reticulata (Torr.) L.D. Benson
Cercocarpus ledifolius Nutt.
Ceanothus megacarpus Nutt.
Cercocarpus montanus Raf.
Celtis occidentalis L.
Celastrus orbiculatus Thunb.
Ceanothus papillosus Torr. & A. Gray
Celtis pallida Torr.
Ceanothus prostratus Benth.
Ceanothus sanguineus Pursh
Celastrus scandens L.
Ceanothus velutinus Douglas ex Hook.
Chaenactis douglasii (Hook.) Hook. & Arn.
Chloris gayana Kunth
Chaenomeles japonica (Thunb.) Lindl. ex Spach
Chilopsis linearis (Cav.) Sweet
Chamaebatiaria millefolium (Torr.) Maxim.
Chenopodium rubrum L.
Chasmanthium sessiliflorum (Poir.) Yates
Chrysothamnus viscidiflorus (Hook.) Nutt.
Cibotium chamissoi Kaulf.
Cibotium glaucum (Sm.) Hook. & Arn.
Cichorium intybus L.
Cinna latifolia (Trevis. ex Goepp.) Griseb.
Clethra alnifolia L.
Clematis ligusticifolia Nutt.
Claytonia perfoliata Donn ex Willd.
Claytonia sibirica L. var. sibirica
Cotoneaster acutifolius Turcz.
Cornus alternifolia L. f.
Cornus canadensis L.
Corydalis caseana A. Gray
Corylus cornuta Marshall
Cornus drummondii C.A. Mey.
Cornus florida L.
Corydalis flavula (Raf.) DC.
Cotoneaster horizontalis Decne.
Convallaria majalis L.
Cornus nuttallii Audubon ex Torr. & A. Gray
Comptonia peregrina (L.) J.M. Coult.
Coleogyne ramosissima Torr.
Cordylanthus ramosus Nutt. ex Benth.
Cornus racemosa Lam.
Cornus sericea L. ssp. sericea
Crepis acuminata Nutt.
Crataegus aestivalis (Walter) Torr. & A. Gray
Crataegus crus-galli L.
Crataegus douglasii Lindl.
Crataegus erythropoda Ashe
Crataegus monogyna Jacq.
Crepis modocensis Greene
Crepis occidentalis Nutt.
Crataegus phaenopyrum (L. f.) Medik.
Crotalaria spectabilis Roth
Cupressus arizonica Greene
Cucurbita foetidissima Kunth
Cynodon dactylon (L.) Pers.
Cytisus scoparius (L.) Link
Danthonia californica Bol.
Danthonia compressa Austin
Dasiphora floribunda (Pursh) Raf.
Dalea formosa Torr.
Dactylis glomerata L.
Danthonia intermedia Vasey
Danthonia unispicata (Thurb.) Munro ex Macoun
Delphinium andersonii A. Gray
"Deschampsia caespitosa (L.) P. Beauv., orth. var."
Deschampsia danthonioides (Trin.) Munro
Deschampsia elongata (Hook.) Munro
Desmodium perplexum B.G. Schub.
Dichanthium aristatum (Poir.) C.E. Hubbard
Digitaria californica (Benth.) Henr.
Dichanthelium clandestinum (L.) Gould
Digitaria eriantha Steud.
Dicentra formosa (Haw.) Walp.
Distichlis spicata (L.) Greene
Dodecatheon pulchellum (Raf.) Merr.
Dracopis amplexicaulis (Vahl) Cass.
Dryas drummondii Richardson ex Hook.
Dryas octopetala L.
Echinochloa frumentacea Link
Echinacea pallida (Nutt.) Nutt.
Echinacea purpurea (L.) Moench
Ehrharta calycina Sm.
Elaeagnus angustifolia L.
Elymus canadensis L.
Elaeagnus commutata Bernh. ex Rydb.
Elymus elymoides (Raf.) Swezey
Elymus glaucus Buckley
Elymus lanceolatus (Scribn. & J.G. Sm.) Gould ssp. lanceolatus
Elymus repens (L.) Gould
Elymus sibiricus L.
Elymus trachycaulus (Link) Gould ex Shinners ssp. trachycaulus
Elaeagnus umbellata Thunb.
Elymus virginicus L.
Encelia farinosa A. Gray ex Torr.
Epilobium glaberrimum Barbey
Ephedra nevadensis S. Watson
Ephedra torreyana S. Watson
Ephedra trifurca Torr. ex S. Watson
Ephedra viridis Coville
Equisetum sylvaticum L.
Eriodictyon californicum (Hook. & Arn.) Torr.
Erigeron compositus Pursh
Eragrostis curvula (Schrad.) Nees
Eriogonum elatum Douglas ex Benth.
Eriogonum fasciculatum Benth.
Erigeron filifolius (Hook.) Nutt.
Eragrostis intermedia Hitchc.
Eragrostis lehmanniana Nees
Eriogonum microthecum Nutt.
Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird ssp. nauseosa var. nauseosa
Eriogonum niveum Douglas ex Benth.
Eremochloa ophiuroides (Munro) Hack.
Erigeron peregrinus (Banks ex Pursh) Greene
Eriogonum sphaerocephalum Douglas ex Benth.
Eriogonum strictum Benth.
Eragrostis superba Peyr.
Eriogonum thymoides Benth.
Eragrostis trichodes (Nutt.) Alph. Wood
Eriogonum umbellatum Torr.
Eriogonum wrightii Torr. ex Benth.
Eschscholzia californica Cham.
Eucephalus brickellioides (Greene) G.L. Nesom
Eupatorium fistulosum Barratt
Eurybia integrifolia (Nutt.) G.L. Nesom
Eurybia macrophylla (L.) Cass.
Eupatorium maculatum L. var. maculatum
Fallugia paradoxa (D. Don) Endl. ex Torr.
Fagopyrum tataricum (L.) Gaertn.
Festuca arizonica Vasey
Festuca californica Vasey
Festuca campestris Rydb.
Festuca heteromalla Pourr.
Festuca idahoensis Elmer
Festuca occidentalis Hook.
Festuca ovina L.
Fendlera rupicola A. Gray
Festuca rubra L.
Festuca subulata Trin.
Festuca subverticillata (Pers.) Alexeev
Festuca thurberi Vasey
"Festuca trachyphylla (Hack.) Krajina, nom. illeg."
Festuca viridula Vasey
Ferocactus wislizeni (Engelm.) Britton & Rose
Flourensia cernua DC.
Fouquieria splendens Engelm.
Forsythia suspensa (Thunb.) Vahl
Fremontodendron californicum (Torr.) Coville
Frangula californica (Eschsch.) A. Gray ssp. californica
Fraxinus nigra Marshall
Fraxinus pennsylvanica Marshall
Gaillardia aristata Pursh
Gaylussacia baccata (Wangenh.) K. Koch
Gaylussacia dumosa (Andrews) Torr. & A. Gray
Gaultheria hispidula (L.) Muhl. ex Bigelow
Galium oreganum Britton
Gaultheria procumbens L.
Gaillardia pulchella Foug.
Gaultheria shallon Pursh
Garrya wrightii Torr.
Gentiana calycosa Griseb.
Gentiana clausa Raf.
Geranium oreganum Howell
Geranium richardsonii Fisch. & Trautv.
Geum rossii (R. Br.) Ser. var. turbinatum (Rydb.) C.L. Hitchc.
Geum triflorum Pursh
Geranium viscosissimum Fisch. & C.A. Mey. ex C.A. Mey.
Glyceria borealis (Nash) Batchelder
Glyceria canadensis (Michx.) Trin.
Glyceria melicaria (Michx.) F.T. Hubbard
Glyceria striata (Lam.) Hitchc.
Gleditsia triacanthos L.
Grayia spinosa (Hook.) Moq.
Gutierrezia sarothrae (Pursh) Britton & Rusby
Hamamelis virginiana L.
Helianthus annuus L.
Hedysarum boreale Nutt.
Hedysarum boreale Nutt. ssp. boreale var. boreale
Heteropogon contortus (L.) P. Beauv. ex Roem. & Schult.
Hesperostipa comata (Trin. & Rupr.) Barkworth ssp. comata
Heliotropium curassavicum L.
Heuchera cylindrica Douglas ex Hook.
Helianthus grosseserratus M. Martens
Hedera helix L.
Heracleum maximum W. Bartram
Hemerocallis L.
Helianthus nuttallii Torr. & A. Gray
Hesperostipa spartea (Trin.) Barkworth
Hedysarum sulphurescens Rydb.
Helianthella uniflora (Nutt.) Torr. & A. Gray
Heterotheca villosa (Pursh) Shinners
Hibiscus aculeatus Walter
Hilaria belangeri (Steud.) Nash
Hibiscus laevis All.
Hierochloe odorata (L.) P. Beauv.
Hippophae rhamnoides L.
Hieracium scouleri Hook.
Hordeum brachyantherum Nevski
"Hordeum brachyantherum Nevski ssp. californicum (Covas & Stebbins) Bothmer, N. Jacobsen & Seberg"
Holodiscus discolor (Pursh) Maxim.
Holodiscus dumosus (Nutt. ex Hook.) A. Heller
Hordeum pusillum Nutt.
Hordeum vulgare L.
Hudsonia tomentosa Nutt.
Hypericum ascyron L.
Hypericum calycinum L.
Hydrophyllum capitatum Douglas ex Benth.
Hypericum crux-andreae (L.) Crantz
Hydrangea macrophylla (Thunb.) Ser.
Hydrophyllum occidentale (S. Watson) A. Gray
Ilex cornuta Lindl. & Paxton
Ilex glabra (L.) A. Gray
Ilex opaca Aiton
Ilex verticillata (L.) A. Gray
Ilex vomitoria Aiton
Indigofera hirsuta L.
Ipomopsis aggregata (Pursh) V.E. Grant ssp. aggregata
Iris missouriensis Nutt.
Iva frutescens L.
Jamesia americana Torr. & A. Gray
Juncus acuminatus Michx.
Juncus articulatus L.
Juncus balticus Willd.
Juncus biflorus Elliott
Juncus biglumis L.
Juncus brachycarpus Engelm.
Juncus brachycephalus (Engelm.) Buchenau
Juncus bufonius L.
Juncus canadensis J. Gay ex Laharpe
Juncus castaneus Sm.
Juniperus chinensis L.
Juniperus conferta Parl.
Juncus confusus Coville
Juniperus communis L.
Juncus dichotomus Elliott
Juncus drummondii E. Mey.
Juncus effusus L.
Juncus ensifolius Wikstr.
Juniperus horizontalis Moench
Juncus interior Wiegand
Juncus longistylis Torr.
Juncus marginatus Rostk.
Juncus megacephalus M.A. Curtis
Juncus mertensianus Bong.
Juncus mexicanus Willd. ex Schult. & Schult. f.
Juniperus monosperma (Engelm.) Sarg.
Juncus nevadensis S. Watson
Juglans nigra L.
Juniperus occidentalis Hook.
Juniperus osteosperma (Torr.) Little
Juncus parryi Engelm.
Juncus repens Michx.
Juglans regia L.
Juncus scirpoides Lam.
Juniperus scopulorum Sarg.
Juncus secundus P. Beauv. ex Poir.
Juncus subcaudatus (Engelm.) Coville & S.F. Blake
Juncus tenuis Willd.
Juncus torreyi Coville
Juncus triglumis L.
Juncus validus Coville
Juniperus virginiana L.
Kalmia latifolia L.
Kalmia microphylla (Hook.) A. Heller
Kalmia polifolia Wangenh.
Kochia americana S. Watson
Koeleria macrantha (Ledeb.) Schult.
Krameria erecta Willd. ex Schult.
Kummerowia stipulacea (Maxim.) Makino
Kummerowia striata (Thunb.) Schindl.
Lavatera assurgentiflora Kellogg
Lagerstroemia indica L.
Lathyrus japonicus Willd.
Lablab purpureus (L.) Sweet
Larrea tridentata (DC.) Coville var. arenaria L.D. Benson
Lathyrus tuberosus L.
Leymus angustus (Trin.) Pilg.
Leymus arenarius (L.) Hochst.
Lespedeza capitata Michx.
Leymus cinereus (Scribn. & Merr.) Á. Löve
Leymus condensatus (J. Presl) Á. Löve
Leptochloa dubia (Kunth) Nees
Leymus flavescens (Scribn. & J.G. Sm.) Pilg.
Lespedeza hirta (L.) Hornem.
Leymus mollis (Trin.) Pilg. ssp. mollis
Leymus racemosus (Lam.) Tzvelev
Leucaena retusa Benth.
Leymus salinus (M.E. Jones) Á. Löve
Lemna trisulca L.
Leymus triticoides (Buckley) Pilg.
Lemna valdiviana Phil.
Lespedeza virgata (Thunb.) DC.
Leucanthemum vulgare Lam.
Ligustrum amurense Carrière
Lindera benzoin (L.) Blume
Linum lewisii Pursh
Liriope muscari (Decne.) L.H. Bailey
Ligustrum ovalifolium Hassk.
Liatris punctata Hook.
Liatris pycnostachya Michx.
Lithospermum ruderale Douglas ex Lehm.
Liatris spicata (L.) Willd.
Liatris squarrulosa Michx.
Ligustrum vulgare L.
Lolium arundinaceum (Schreb.) S.J. Darbyshire
Lomatium canbyi (J.M. Coult. & Rose) J.M. Coult. & Rose
Lomatium cous (S. Watson) J.M. Coult. & Rose
Lotus crassifolius (Benth.) Greene
Lonicera japonica Thunb.
Lomatium macrocarpum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose
Lonicera maackii (Rupr.) Herder
Lolium perenne L.
Lolium pratense (Huds.) S.J. Darbyshire
Lolium rigidum Gaudin
Lonicera tatarica L.
Lomatium triternatum (Pursh) J.M. Coult. & Rose
Lonicera utahensis S. Watson
Lotus wrightii (A. Gray) Greene
Lupinus albus L.
Lupinus albicaulis Douglas
Lupinus ×alpestris A. Nelson (pro sp.)
Lupinus angustifolius L.
Lupinus arboreus Sims
Lupinus argenteus Pursh
Lupinus caudatus Kellogg
Lupinus covillei Greene
Lupinus elmeri Greene
Lupinus elegans Kunth
Lupinus havardii S. Watson
Lupinus latifolius Lindl. ex J. Agardh
Lupinus lepidus Douglas ex Lindl.
Lupinus luteus L.
Lupinus nevadensis A. Heller
Lupinus sericeus Pursh
Lupinus sulphureus Douglas ex Hook.
Lycium pallidum Miers
Machaeranthera bigelovii (A. Gray) Greene var. bigelovii
Malus floribunda Siebold ex Van Houtte
Malus ioensis (Alph. Wood) Britton
Mahonia nervosa (Pursh) Nutt.
Maclura pomifera (Raf.) C.K. Schneid.
Mahonia repens (Lindl.) G. Don
Malus sargentii Rehder
Malus sieboldii (Regel) Rehder
Malus sieboldii (Regel) Rehder var. zumi (Matsum.) Asami
Magnolia virginiana L.
Melica bulbosa Geyer ex Porter & J.M. Coult.
Melica californica Scribn.
Mertensia ciliata (James ex Torr.) G. Don
Melica imperfecta Trin.
"Melilotus indica (L.) All., orth. var."
Menodora scabra A. Gray
Melica spectabilis Scribn.
Melica subulata (Griseb.) Scribn.
Mimulus cardinalis Douglas ex Benth.
Mimulus guttatus DC.
Microseris nutans (Hook.) Sch. Bip.
Mimulus primuloides Benth.
Miscanthus sinensis Andersson
Morus alba L.
Morella californica (Cham.) Wilbur
Morella cerifera (L.) Small
Monarda fistulosa L. ssp. fistulosa var. menthifolia (Graham) Fernald
Monolepis nuttalliana (Schult.) Greene
Morella pensylvanica (Mirb.) Kartesz
Morus rubra L.
Muhlenbergia cuspidata (Torr. ex Hook.) Rydb.
Muhlenbergia frondosa (Poir.) Fernald
Muhlenbergia glomerata (Willd.) Trin.
Muhlenbergia mexicana (L.) Trin.
Muhlenbergia montana (Nutt.) Hitchc.
Muhlenbergia porteri Scribn. ex Beal
Muhlenbergia pungens Thurb.
"Muhlenbergia racemosa (Michx.) Britton, Sterns & Poggenb."
Muhlenbergia repens (J. Presl) Hitchc.
Muhlenbergia richardsonis (Trin.) Rydb.
Muhlenbergia rigens (Benth.) Hitchc.
Muhlenbergia schreberi J.F. Gmel.
Muhlenbergia sylvatica (Torr.) Torr. ex A. Gray
Muhlenbergia uniflora (Muhl.) Fernald
Muhlenbergia wrightii Vasey ex J.M. Coult.
Myrica gale L.
Nassella cernua (Stebbins & R.M. Love) Barkworth
Nandina domestica Thunb.
Nassella lepida (Hitchc.) Barkworth
Nassella pulchra (Hitchc.) Barkworth
Nassella viridula (Trin.) Barkworth
Nolina microcarpa S. Watson
Nuphar lutea (L.) Sm. ssp. polysepala (Engelm.) E.O. Beal
Oenothera caespitosa Nutt.
Oenothera elata Kunth
Oenothera elata Kunth ssp. hookeri (Torr. & A. Gray) W. Dietr. & W.L. Wagner
Oenothera flava (A. Nelson) Garrett
Oenothera pilosella Raf.
Oligoneuron rigidum (L.) Small var. rigidum
Olneya tesota A. Gray
Opuntia ficus-indica (L.) Mill.
Opuntia polyacantha Haw.
Osmorhiza occidentalis (Nutt. ex Torr. & A. Gray) Torr.
Oxytropis lambertii Pursh
Oxytropis splendens Douglas ex Hook.
Panicum amarum Elliott
Panicum antidotale Retz.
Paspalum conjugatum P.J. Bergius
Panicum coloratum L.
Paspalum dilatatum Poir.
Paspalum distichum L.
Paspalum fluitans (Elliott) Kunth
Paspalum laeve Michx.
Paspalum lividum Trin.
Panicum miliaceum L.
Paspalum notatum Flueggé var. saurae Parodi
Panicum obtusum Kunth
Paspalum plicatulum Michx.
Parthenocissus quinquefolia (L.) Planch.
Pascopyrum smithii (Rydb.) Á. Löve
Pachysandra terminalis Siebold & Zucc.
Parthenocissus tricuspidata (Siebold & Zucc.) Planch.
Packera tridenticulata (Rydb.) W.A. Weber & Á. Löve
Panicum virgatum L.
Pennisetum alopecuroides (L.) Spreng.
Penstemon albertinus Greene
Pectis angustifolia Torr.
Penstemon angustifolius Nutt. ex Pursh
Pennisetum ciliare (L.) Link
Penstemon confertus Douglas ex Lindl.
Penstemon cyananthus Hook.
Penstemon digitalis Nutt. ex Sims
Penstemon eatonii A. Gray
Pennisetum flaccidum Griseb.
Pennisetum glaucum (L.) R. Br.
Penstemon glaber Pursh
Pedicularis groenlandica Retz.
Pennisetum purpureum Schumach.
Penstemon rydbergii A. Nelson
Pennisetum setaceum (Forssk.) Chiov.
Penstemon strictus Benth.
Phleum alpinum L.
Phytolacca americana L.
Phalaris aquatica L.
Phalaris arundinacea L.
Phragmites australis (Cav.) Trin. ex Steud.
Phyllodoce breweri (A. Gray) A. Heller
Philadelphus coronarius L.
Phlox diffusa Benth.
Phlox glaberrima L.
